Site_Number,Site_Name,Gridreference,Easting,Northing,Length,Country,N_sections,N_yrs_surveyed,First_year_surveyed,Last_year_surveyed,Survey_type,lat,lon
1301,Grendon & Doddershall Woods,SP700210,470000,221000,3800.0,England,13.0,29,1995,2023,UKBMS,51.883176843029894,-0.9844117483916637
1305,College Lake,SP935139,493500,213900,2450.0,England,6.0,23,2001,2023,UKBMS,51.81591862656505,-0.6450001758657573
1306,Aston Clinton Ragpits,SP888108,488800,210800,900.0,England,2.0,28,1996,2023,UKBMS,51.78881910921398,-0.7139570297902469
1307,Finemere Wood,SP722216,472200,221600,2820.0,England,8.0,29,1994,2022,UKBMS,51.88829037142006,-0.952329381021471
1309,Coombe Hill,SP846065,484600,206500,650.0,England,4.0,29,1994,2023,UKBMS,51.75081647874222,-0.7758803081164242
1311,Bowdown (Baynes/Bomb Site),SU508650,450800,165000,1750.0,England,8.0,37,1986,2023,UKBMS,51.381783650036596,-1.2714376702654662
1312,Aston Upthorpe Downs,SU545837,454500,183700,3500.0,England,8.0,31,1993,2023,UKBMS,51.549566845861136,-1.2153999909208453
1315,M40 Compensation Area,SP629102,462900,210200,1620.0,England,7.0,33,1991,2023,UKBMS,51.78693164896699,-1.0895088948485077
1317,Burnham Beeches (New walk),SU949848,494900,184800,7100.0,England,15.0,30,1992,2023,UKBMS,51.554114648746676,-0.6325990470806744
1318,Crong,SP904088,490400,208800,1035.0,England,2.0,22,2001,2023,UKBMS,51.7705858175014,-0.6912864611164038
1319,Moor Copse Nature Reserve,SU637741,463700,174100,1800.0,England,5.0,22,2001,2022,UKBMS,51.462298147502764,-1.084466292424383
1321,Lardon Chase,SU587809,458700,180900,1000.0,England,6.0,27,1997,2023,UKBMS,51.52397317797055,-1.155300797381112
1323,Dancersend,SP900095,490000,209500,2800.0,England,14.0,23,2001,2023,UKBMS,51.776942286009124,-0.6969006182802641
1325,Carrinton's New Farm,SU884900,488400,190000,2580.0,England,10.0,21,2003,2023,UKBMS,51.60191271892221,-0.7250190790445
1328,"Brush Hill, Princes Risborough",SP821034,482100,203400,1320.0,England,10.0,18,2004,2023,UKBMS,51.72332151753673,-0.812817312050795
1329,College Lake New 2003,SP929147,492900,214700,1250.0,England,5.0,23,2001,2023,UKBMS,51.823209344563416,-0.6534874405961731
1335,Hosehill LNR,SU649697,464900,169700,1685.0,England,15.0,15,2005,2023,UKBMS,51.422604471144815,-1.0680007794226583
1336,Ardley Quarry,SP536273,453600,227300,957.0,England,4.0,21,2003,2023,UKBMS,51.94162831914223,-1.2216734109556375
1339,Hartslock,SU618795,461800,179500,1405.0,England,7.0,21,2003,2023,UKBMS,51.511056586519516,-1.110868595997605
1340,Severn Barrows,SU329828,432900,182800,650.0,England,4.0,21,2003,2023,UKBMS,51.54314349822386,-1.5269818386095952
1343,Decoy Heath,SU615635,461500,163500,1100.0,England,8.0,22,2002,2023,UKBMS,51.367241446596196,-1.1179653296104617
1344,Hurley,SU812821,481200,182100,984.0,England,6.0,22,2002,2023,UKBMS,51.531978466984924,-0.8307757979090028
1346,Wildmoor Heath,SU843630,484300,163000,4426.0,England,10.0,25,1998,2023,UKBMS,51.359824610117315,-0.7906389297414175
1349,Brill Common,SP653143,465300,214300,3000.0,England,10.0,18,2003,2023,UKBMS,51.82351521887741,-1.0539488066763372
1351,Prestwood Nature,SU866991,486600,199100,5020.0,England,15.0,18,2006,2023,UKBMS,51.68399283450101,-0.7487525767435004
1354,Holtspur Bottom Reserve,SU917904,491700,190400,1125.0,England,9.0,17,2007,2023,UKBMS,51.60498131539608,-0.6772804907088656
1357,Homefield Wood,SU812867,481200,186700,1000.0,England,11.0,17,2007,2023,UKBMS,51.57333020151176,-0.829715302803244
1358,Oakley Hill,SU758995,475800,199500,1000.0,England,6.0,19,2005,2023,UKBMS,51.68914818683181,-0.9048520536033197
1361,Warburg 1 (central),SU719880,471900,188000,1700.0,England,6.0,26,1998,2023,UKBMS,51.586277971896465,-0.9636192144090279
1362,Watts Bank,SU329772,432900,177200,376.0,England,3.0,18,2006,2023,UKBMS,51.492793170508904,-1.527502821853863
1368,Hartslock Extension,SU620793,462000,179300,560.0,England,2.0,15,2008,2022,UKBMS,51.509236644014656,-1.1080221218246593
1369,Moor Copse Extension,SU638737,463800,173700,1625.0,England,8.0,15,2008,2022,UKBMS,51.458690755069355,-1.0830990943702141
1370,Rushbeds Wood,SP672154,467200,215400,2856.0,England,8.0,16,2007,2022,UKBMS,51.833178952261804,-1.0261722470306227
1371,Sydlings Copse,SP553094,455300,209400,1345.0,England,5.0,16,2008,2023,UKBMS,51.78054081526513,-1.199804831658077
1372,Greenham Common 2,SU495648,449500,164800,3220.0,England,9.0,14,2008,2023,UKBMS,51.38010005714787,-1.2901437428026252
1373,Sands Bank,SU833933,483300,193300,950.0,England,5.0,13,2006,2023,UKBMS,51.63235381286769,-0.7978548178208024
1375,Ewelme Watercress Beds LNR,SU640917,464000,191700,850.0,England,15.0,15,2009,2023,UKBMS,51.6204925280243,-1.0769537177641921
1377,Dancers End Extension,SP896096,489600,209600,820.0,England,3.0,20,2004,2023,UKBMS,51.77790525560916,-0.7026710216083708
1378,Little Linford Wood,SP831453,483100,245300,2650.0,England,6.0,15,2009,2023,UKBMS,52.09980659850874,-0.7882495754745158
1379,Hook Norton,SP360322,436000,232200,345.0,England,2.0,15,2009,2023,UKBMS,51.987094711972,-1.4771793918859941
1380,Glyme Valley,SP334260,433400,226000,646.0,England,2.0,15,2009,2023,UKBMS,51.93151590077237,-1.5156397283685736
1382,Paizes Wood,SU586638,458600,163800,2630.0,England,12.0,13,2010,2023,UKBMS,51.37024472094603,-1.1595683315270144
1383,Chilswell Valley,SP502038,450200,203800,2800.0,England,10.0,13,2009,2023,UKBMS,51.730674577729545,-1.2745317180662086
1387,Maidenhead Thicket,SU851811,485100,181100,2550.0,England,8.0,7,2012,2022,UKBMS,51.5224155299154,-0.7748063479350625
1390,Wallingford Castle Meadows,SU610898,461000,189800,2000.0,England,12.0,9,2013,2023,UKBMS,51.6037436350398,-1.120611385814462
1391,Crowmarsh Riverside Meadows,SU611892,461100,189200,1430.0,England,9.0,11,2013,2023,UKBMS,51.59833866735211,-1.1192719900473727
1392,Mowbray Fields,SU522887,452200,188700,670.0,England,9.0,8,2013,2023,UKBMS,51.59473674560994,-1.2478259303125063
1395,Cliveden,SU912853,491200,185300,1900.0,England,8.0,7,2014,2023,UKBMS,51.55921867450178,-0.6858212609733705
1396,Bacombe Hill,SP861072,486100,207200,2639.0,England,9.0,10,2014,2023,UKBMS,51.75688051718573,-0.7539835714909003
1397,Grangelands,SP828048,482800,204800,2040.0,England,8.0,10,2014,2023,UKBMS,51.73580354018678,-0.8023530964739515
1398,Swains wood,SU738921,473800,192100,764.0,England,3.0,4,2014,2023,UKBMS,51.62289070069363,-0.9353388504300885
1399,The Rifle Range,SP829052,482900,205200,934.0,England,9.0,10,2014,2023,UKBMS,51.73938443021081,-0.8008101509195961
1401,Cissbury Ring,TQ140080,514000,108000,4193.0,England,7.0,29,1995,2023,UKBMS,50.86028301497736,-0.38159773667256086
1402,Deep Dean,TQ540025,554000,102500,2445.0,England,8.0,23,1998,2023,UKBMS,50.80160073205317,0.18405065929249925
1404,Levin Down,SU885137,488500,113700,4025.0,England,11.0,34,1990,2023,UKBMS,50.91598776075457,-0.7424296508581011
1410,Harting Down,SU796182,479600,118200,4200.0,England,6.0,29,1989,2022,UKBMS,50.95773988073218,-0.8680255416315936
1411,Bevendean A,TQ338068,533800,106800,1517.0,England,10.0,25,1997,2023,UKBMS,50.84525982426366,-0.10085999304091665
1412,Bevendean B,TQ335065,533500,106500,1576.0,England,5.0,24,1998,2023,UKBMS,50.84263279654921,-0.1052279647021602
1413,Bevendean C,TQ343066,534300,106600,788.0,England,4.0,23,1997,2022,UKBMS,50.84334658023261,-0.09383539161747453
1414,Malling Down,TQ428107,542800,110700,2650.0,England,12.0,40,1984,2023,UKBMS,50.87815900062685,0.028414631545125853
1419,Loder Valley 1 (Ardingley Reservoir 1),TQ342305,534200,130500,1500.0,England,15.0,33,1991,2023,UKBMS,51.05816665068879,-0.08645354542985717
1420,Loder Valley 2 (Ardingley Reservoir 2),TQ335302,533500,130200,1500.0,England,12.0,23,2001,2023,UKBMS,51.05563352277233,-0.09654661788606037
1422,Arlington Reservoir,TQ534074,553400,107400,3030.0,England,4.0,23,2001,2023,UKBMS,50.845791231484704,0.17759046859864427
1423,"Beacon Hill, Sussex",TQ364028,536400,102800,1435.0,England,6.0,22,2001,2023,UKBMS,50.808703753858744,-0.06543825603163535
1433,Ashpark Wood,SU995317,499500,131700,3690.0,England,9.0,21,2003,2023,UKBMS,51.076009162309234,-0.5810731775780869
1434,Kingspark Wood,SU985306,498500,130600,6000.0,England,15.0,21,2003,2023,UKBMS,51.06629312265154,-0.5956422723319887
1437,Crowlink,TV545974,554500,97400,2700.0,England,7.0,20,2003,2022,UKBMS,50.75563911336883,0.18899942566750333
1438,Burton & Chingford Ponds LNR,SU973174,497300,117400,2970.0,England,12.0,17,2004,2023,UKBMS,50.94783488862482,-0.616297414171951
1447,Smugglers,TQ473295,547300,129500,1615.0,England,10.0,13,2004,2023,UKBMS,51.045972437389025,0.0999376104821169
1451,Black Cap,TQ378125,537800,112500,1991.0,England,8.0,17,2005,2023,UKBMS,50.89554876529132,-0.0419329498896827
1453,Anchor Bottom,TQ202094,520200,109400,2650.0,England,4.0,16,2004,2023,UKBMS,50.87161256732876,-0.2930860569530268
1454,Fore Wood,TQ752131,575200,113100,2442.0,England,10.0,35,1987,2023,UKBMS,50.89081457617964,0.4896821316895007
1459,Broadwater Warren 1,TQ556370,555600,137000,1000.0,England,10.0,16,2008,2023,UKBMS,51.11117635929564,0.22147494941574047
1460,Broadwater Warren 2,TQ553368,555300,136800,1000.0,England,10.0,16,2008,2023,UKBMS,51.10946059549351,0.21710666505645695
1463,Graffham Down Long Meadow,SU919162,491900,116200,500.0,England,4.0,15,2009,2023,UKBMS,50.93793204431319,-0.6934473253856291
1464,Graffham Down Scotts Corner,SU922162,492200,116200,390.0,England,3.0,14,2009,2022,UKBMS,50.93788421455587,-0.6891789051822967
1467,Moulescombe Wildpark LNR,TQ329081,532900,108100,1895.0,England,9.0,9,2008,2023,UKBMS,50.857150942413384,-0.11316485060827464
1469,Minepits - Hartley Green Copse,SU872284,487200,128400,1550.0,England,9.0,17,2007,2023,UKBMS,51.04834067034249,-0.7573954488279175
1470,"Bignor Hill, Slindon Estate (NT)",SU972128,497200,112800,1890.0,England,10.0,13,2010,2023,UKBMS,50.90649896596713,-0.618945445746117
1471,Chapel Common,SU820285,482000,128500,5000.0,England,6.0,14,2010,2023,UKBMS,51.05000457349811,-0.8315381187204852
1474,"Tilletts Lane Fields, Warnham",TQ153339,515300,133900,1200.0,England,7.0,14,2010,2023,UKBMS,51.092829816177016,-0.3549288648443732
1475,Lodge Copse,SU973167,497300,116700,850.0,England,8.0,11,2010,2023,UKBMS,50.94154209941827,-0.6164842003694466
1476,West Kingston Reserve,TQ079016,507900,101600,1550.0,England,1.0,13,2010,2023,UKBMS,50.803920835404035,-0.4701176434697995
1480,Hollingdean,TQ321072,532100,107200,1900.0,England,5.0,13,2011,2023,UKBMS,50.849245189478104,-0.12484892481960129
1482,Mill Hill,TQ211072,521100,107200,1629.0,England,8.0,13,2011,2023,UKBMS,50.85165041190186,-0.2810286968181044
1483,"Blackjack Wood, Slindon Estste",SU969119,496900,111900,2285.0,England,11.0,13,2011,2023,UKBMS,50.8984585291165,-0.6234494631357318
1484,Markstakes Common,TQ398180,539800,118000,1677.0,England,12.0,11,2012,2022,UKBMS,50.944496728338045,-0.011405982542297072
1487,Fairmile Bottom LNR,SU988094,498800,109400,1200.0,England,2.0,10,2014,2023,UKBMS,50.87566266741293,-0.5971151388471405
1488,Iping & Stedham Commons,SU852219,485200,121900,4000.0,England,5.0,10,2014,2023,UKBMS,50.990204190523436,-0.7874451945860044
1490,Pulborough Brooks RSPB,TQ059167,505900,116700,1880.0,England,8.0,8,2015,2023,UKBMS,50.94002841942764,-0.4941222524884244
1491,Graffham Down - Paterson,SU915162,491500,116200,1000.0,England,4.0,9,2015,2023,UKBMS,50.937995574695144,-0.6991385704093338
1494,Nymans,TQ270296,527000,129600,2860.0,England,8.0,6,2016,2022,UKBMS,51.05171391053452,-0.1894506194787745
1499,Rowland Wood & Park Corner Heath 2018,TQ515147,551500,114700,2500.0,England,10.0,6,2018,2023,UKBMS,50.911889831175344,0.153645089376247
1503,Hothfield Common,TQ968458,596800,145800,3100.0,England,15.0,20,1990,2023,UKBMS,51.177557453159324,0.8141708598168516
1511,Burnt Oak Wood,TQ991348,599100,134800,2450.0,England,13.0,38,1984,2023,UKBMS,51.07797133745787,0.8409614862756245
1520,"Colepit Lane, Torry Hill",TQ907565,590700,156500,1900.0,England,8.0,19,1992,2023,UKBMS,51.27572678827882,0.7326971235111777
1521,"Mintching Wood, Torry Hill",TQ916586,591600,158600,1700.0,England,12.0,19,1992,2023,UKBMS,51.294286168690725,0.7467101840309964
1522,"Warren Bank, Torry Hill",TQ918567,591800,156700,1000.0,England,4.0,19,1992,2023,UKBMS,51.277154158432445,0.7485557553979234
1523,"Wrinsted, Torry Hill",TQ897553,589700,155300,1850.0,England,8.0,19,1992,2023,UKBMS,51.26528230241703,0.7177411282445145
1524,Orlestone Forest,TQ985353,598500,135300,2500.0,England,13.0,29,1992,2023,UKBMS,51.082669607378314,0.832681550529399
1525,Tudeley Woods - The Plants,TQ626444,562600,144400,2000.0,England,10.0,37,1987,2023,UKBMS,51.17572101378908,0.3247272037266768
1526,Tudeley Woods - Brakey Bank,TQ615435,561500,143500,2350.0,England,10.0,37,1987,2023,UKBMS,51.16794629754919,0.30860070754841007
1529,Larkey Valley Wood,TR125555,612500,155500,1950.0,England,10.0,22,1995,2022,UKBMS,51.25904167281096,1.0442025965400938
1536,Jubilee Country Park,TQ437679,543700,167900,2019.0,England,9.0,18,2004,2023,UKBMS,51.391949816018894,0.06399468994882639
1537,Scadbury Park,TQ455700,545500,170000,1667.0,England,8.0,16,2004,2023,UKBMS,51.41036134145557,0.09070790316201416
1539,Downe Bank,TQ438609,543800,160900,1720.0,England,10.0,14,2005,2023,UKBMS,51.329023620372766,0.06260308765446729
1546,Cole Wood - Broad Oak/Blean,TR155620,615500,162000,3560.0,England,11.0,16,2006,2023,UKBMS,51.316278181551844,1.091051483973705
1552,West Blean Wood West,TR157636,615700,163600,2265.0,England,9.0,11,2010,2023,UKBMS,51.330568238887,1.0948845569688657
1553,West Blean Wood East,TR166635,616600,163500,4190.0,England,15.0,11,2011,2023,UKBMS,51.32932858505824,1.1077225242429993
1554,Hothfield Common Extension,TQ964458,596400,145800,2000.0,England,10.0,9,2014,2023,UKBMS,51.17769488018792,0.8084555694115431
1556,West Wickham Common,TQ398652,539800,165200,300.0,England,13.0,15,2001,2023,UKBMS,51.368660695378914,0.0069163070025244945
1559,Reculver Country Park,TR214689,621400,168900,3981.0,England,12.0,11,2012,2023,UKBMS,51.375962118586955,1.1798672296862007
1561,Sandwich Bay Estate,TR361573,636100,157300,6248.0,England,12.0,11,2013,2023,UKBMS,51.2659231180365,1.3830283520252165
1563,Telegraph Farm,TR307513,630700,151300,1250.0,England,5.0,9,2014,2023,UKBMS,51.214271150624,1.301898742284498
1564,Darland Banks A,TQ791655,579100,165500,2323.0,England,14.0,10,2014,2023,UKBMS,51.3603326094466,0.5710899304105137
1565,Darland Banks B,TQ781661,578100,166100,2522.0,England,13.0,10,2014,2023,UKBMS,51.36603638345228,0.557042248419515
1568,Bedgebury Pinetum,TQ719335,571900,133500,6000.0,England,9.0,5,2014,2023,UKBMS,51.075079949461,0.4524493661201714
1575,Covert Wood,TR183481,618300,148100,1650.0,England,4.0,9,2015,2023,UKBMS,51.190411260323195,1.1226951537017134
1576,Kemsing Down,TQ555593,555500,159300,2372.0,England,8.0,9,2015,2023,UKBMS,51.31157177326341,0.2297066797289959
1577,Lydden Hill,TR254461,625400,146100,1180.0,England,5.0,9,2015,2023,UKBMS,51.169702138008944,1.222879695220461
1578,Montefiore Wood & Dumpton (2015 route),TR392662,639200,166200,4425.0,England,9.0,9,2015,2023,UKBMS,51.34451491025591,1.4333427638265879
1579,Tarn Park,TQ427733,542700,173300,1000.0,England,2.0,8,2015,2023,UKBMS,51.44072543897706,0.05180352462195616
1580,Tudeley Woods - Pembury Heath,TQ616422,561600,142200,2000.0,England,10.0,9,2015,2023,UKBMS,51.15623800000848,0.3094462611978816
1582,Wouldham,TQ725633,572500,163300,600.0,England,3.0,8,2015,2023,UKBMS,51.34261028039774,0.4753229564449921
1583,The Larches,TQ789588,578900,158800,2000.0,England,4.0,8,2015,2023,UKBMS,51.30021150104351,0.5648586110158892
1585,Peters Pit,TQ717626,571700,162600,3104.0,England,8.0,7,2016,2023,UKBMS,51.336563920816616,0.4635109239165694
1586,Conningbrook Lakes Country Park,TR031433,603100,143300,2500.0,England,12.0,7,2016,2023,UKBMS,51.15290511662089,0.9027701292199987
1587,"Luton Rec, Medway",TQ778663,577800,166300,1300.0,England,10.0,8,2016,2023,UKBMS,51.36792685020766,0.5528372508539571
1588,Gravesend Marling Cross,TQ656705,565600,170500,1170.0,England,11.0,8,2016,2023,UKBMS,51.40934483326563,0.3797009564855119
1591,St Margaret's Bay (new),TR373451,637300,145100,4000.0,England,7.0,7,2017,2023,UKBMS,51.155916737950825,1.3921337542158667
1592,Langdon Cliffs,TR341424,634100,142400,2500.0,England,8.0,6,2017,2022,UKBMS,51.13299675267113,1.344702341545028
1593,"Orlestone Forest, Packing Wood",TR004352,600400,135200,1660.0,England,5.0,6,2017,2022,UKBMS,51.08111151235499,0.8597171470489496
1595,Bredhurst Woods and Strawberry Banks,TQ800617,580000,161700,4400.0,England,7.0,5,2017,2023,UKBMS,51.325914641667275,0.5820830838832297
1596,"Manor Park, West Malling",TQ680573,568000,157300,2500.0,England,4.0,6,2017,2023,UKBMS,51.2900542633497,0.4079504619693151
1598,Garthorne Road Nature Reserve,TQ357736,535700,173600,850.0,England,12.0,5,2017,2022,UKBMS,51.44514005331,-0.04873445108058693
1607,Snakeholme Pit,TF115716,511500,371600,400.0,England,11.0,36,1988,2023,UKBMS,53.229745475690265,-0.33111860156421385
1608,Twyford Glades,SK954225,495400,322500,830.0,England,7.0,23,2000,2023,UKBMS,52.791646024921796,-0.5867063240952743
1610,Twyford Sanctuary,SK942233,494200,323300,580.0,England,6.0,24,1999,2023,UKBMS,52.79904599969348,-0.6042658262848397
1616,Whisby Nature Park,SK911670,491100,367000,1282.0,England,6.0,8,2009,2023,UKBMS,53.19229436368664,-0.6379296472434371
1619,Quarry Cottage,TF045204,504500,320400,913.0,England,6.0,7,2016,2022,UKBMS,52.77109169757384,-0.45247877968485795
1620,Londonthorpe Eastern Meadow,SK946381,494600,338100,2382.0,England,11.0,3,2018,2022,UKBMS,52.93197881142712,-0.5940420585820874
1621,Londonthorpe Western Meadow,SK942380,494200,338000,1995.0,England,7.0,3,2018,2022,UKBMS,52.931150387002745,-0.6000200811593168
1622,Belton House - River Witham,SK926383,492600,338300,2961.0,England,7.0,3,2018,2022,UKBMS,52.934124337879524,-0.6237304224479064
1624,Kettlethorpe,SK846750,484600,375000,2681.0,England,5.0,5,2019,2023,UKBMS,53.26525940609344,-0.7330703171150745
1625,Heath's Meadows,TF484639,548400,363900,1630.0,England,8.0,4,2020,2023,UKBMS,53.15156666173461,0.21769597321479497
1627,Londonthorpe Alma Park,SK942370,494200,337000,2124.0,England,9.0,1,2022,2022,UKBMS,52.92216379533452,-0.6003099615505195
1628,Ashing Lane Nature Reserve,TF043790,504300,379000,3773.0,England,9.0,2,2022,2023,UKBMS,53.297698433061235,-0.4365101862939933
1629,Thorne Moors Transect F,SE748151,474800,415100,4421.0,England,5.0,2,2022,2023,UKBMS,53.62709831921189,-0.8704484044881807
1701,Piddledown Common,SX729899,272900,89900,620.0,England,10.0,22,1997,2023,UKBMS,50.69481920323932,-3.800915669365515
1703,Aish Tor,SX705711,270500,71100,2100.0,England,12.0,29,1993,2023,UKBMS,50.52531041241919,-3.8283138774503978
1705,Little Breach,ST114154,311400,115400,400.0,England,7.0,26,1997,2023,UKBMS,50.93122039197429,-3.2621477079004184
1708,Ashclyst Forest,SX997991,299700,99100,400.0,England,1.0,14,2002,2023,UKBMS,50.78277057556379,-3.4241149629451035
1717,West Down (Dartmoor),SX483702,248300,70200,900.0,England,6.0,19,2001,2022,UKBMS,50.51188452035445,-4.140924418956897
1720,Kerswell Down,SX872676,287200,67600,1345.0,England,10.0,21,2003,2023,UKBMS,50.49730818840706,-3.5917594759730616
1735,Yarner Wood extension,SX787789,278700,78900,250.0,England,2.0,13,2009,2023,UKBMS,50.59718268080879,-3.715231238641471
1736,Clennon Hill,SX880594,288000,59400,1712.0,England,10.0,14,2008,2023,UKBMS,50.423746707667554,-3.578028944161019
1737,Primley wood and meadow,SX878602,287800,60200,1143.0,England,6.0,13,2008,2023,UKBMS,50.43090024840464,-3.5810828482483776
1743,Saltram Park,SX522549,252200,54900,1225.0,England,6.0,13,2011,2023,UKBMS,50.37537945404415,-4.079919481112922
1744,Upcott Farm,SS823130,282300,113000,1825.0,England,10.0,13,2011,2023,UKBMS,50.90443850727058,-3.675298918559591
1745,"Bowden Hill, Ashburton",SX753698,275300,69800,1561.0,England,9.0,12,2011,2022,UKBMS,50.514668618122734,-3.760196408806732
1746,Berry Head Transect 3,SX939562,293900,56200,1711.0,England,10.0,12,2011,2023,UKBMS,50.396075228074075,-3.494097568431627
1748,Waterleat extension,SX751723,275100,72300,250.0,England,2.0,10,2012,2023,UKBMS,50.53709770913549,-3.76385379030765
