name|grid|country|nyrs|first|last|type|lat|lon|x|y
Brent Knoll|ST341510|England|16|2008|2023|UKBMS|51.2543|-2.9457|6.995|5.241
Draycott Sleights (2008)|ST483516|England|16|2008|2023|UKBMS|51.2612|-2.7423|2.846|1.784
Bossington|SS897482|England|16|2008|2023|UKBMS|51.2223|-3.5808|2.189|-2.892
Wookey Hole Fields|ST534480|England|16|2008|2023|UKBMS|51.2293|-2.6688|3.965|0.699
Kings Castle Wood|ST568456|England|14|2009|2022|UKBMS|51.2080|-2.6198|0.336|-1.294
Lords Wood|ST633632|England|14|2009|2023|UKBMS|51.3667|-2.5286|-0.578|-2.742
Clifton-Durdham Down|ST566743|England|14|2010|2023|UKBMS|51.4660|-2.6262|4.494|0.634
Charfield Meadow|ST717936|England|10|2010|2023|UKBMS|51.6405|-2.4104|2.195|4.575
Goblin Combe|ST476651|England|6|2010|2023|UKBMS|51.3825|-2.7543|2.385|-1.828
Weston Big Wood|ST457752|England|15|2008|2023|UKBMS|51.4731|-2.7832|-0.693|-1.142
The Gulley & Walcombe Slade, Avon Gorge|ST563746|England|14|2010|2023|UKBMS|51.4687|-2.6305|1.884|1.336
Green Down|ST517288|England|10|2011|2023|UKBMS|51.0565|-2.6905|2.762|1.264
Lynchcombe|ST516490|England|16|2008|2023|UKBMS|51.2381|-2.6947|0.902|2.378
Loch Gruinart (AO48)|NR277677|Scotland|16|2006|2023|UKBMS|55.8255|-6.3495|1.414|0.801
Falls of Clyde|NS882422|Scotland|20|2001|2023|UKBMS|55.6604|-3.7787|4.021|1.522
The Lein|NJ332657|Scotland|20|1997|2023|UKBMS|57.6762|-3.1217|-0.885|2.666
Crombie Country Park|NO520400|Scotland|20|2001|2023|UKBMS|56.5495|-2.7823|10.295|2.505
Newhailes|NT328727|Scotland|17|2003|2023|UKBMS|55.9426|-3.0775|8.721|1.130
Cathkin Braes (2)|NS614583|Scotland|16|2001|2023|UKBMS|55.7980|-4.2125|0.192|0.082
Arienas Wood|NM672522|Scotland|24|1989|2023|UKBMS|56.6037|-5.7946|-0.593|-0.243
Auchtermuchty Common|NO240129|Scotland|14|2003|2023|UKBMS|56.3024|-3.2298|8.742|0.280
Commonhead Moss|NS699665|Scotland|19|1999|2023|UKBMS|55.8740|-4.0809|3.054|4.112
RSPB Scotland Baron's Haugh reserve|NS750550|Scotland|16|2003|2023|UKBMS|55.7721|-3.9942|-2.320|4.463
Dunnet butterfly transect|ND223698|Scotland|32|1986|2023|UKBMS|58.6092|-3.3390|-2.157|1.253
Eglinton Park|NS330410|Scotland|16|2003|2023|UKBMS|55.6338|-4.6545|6.620|0.561
Glencoe|NN118567|Scotland|19|2003|2023|UKBMS|56.6641|-5.0725|-0.046|0.499
South Haugh|NS731554|Scotland|19|2005|2023|UKBMS|55.7752|-4.0246|-0.398|-2.164
Holyrood Park - Hunters Bog|NT274734|Scotland|19|2005|2023|UKBMS|55.9481|-3.1641|-0.042|1.396
Dunsapie Crag|NT282732|Scotland|22|2002|2023|UKBMS|55.9465|-3.1512|3.066|2.150
Sanford Moor|NS723434|Scotland|17|2007|2023|UKBMS|55.6673|-4.0318|-1.134|2.364
Balblair Wood|NH599942|Scotland|17|2007|2023|UKBMS|57.9151|-4.3665|-2.282|0.139
Aberlady Bay|NT465815|Scotland|17|2007|2023|UKBMS|56.0234|-2.8599|0.055|1.340
John Muir Country Park|NT650790|Scotland|13|2009|2023|UKBMS|56.0027|-2.5628|-0.047|2.172
Yellowcraig|NT515856|Scotland|14|2009|2023|UKBMS|56.0608|-2.7804|0.440|3.033
Levenhall|NT358735|Scotland|10|2013|2023|UKBMS|55.9502|-3.0296|1.405|3.834
Gullane East|NT481834|Scotland|12|2009|2023|UKBMS|56.0407|-2.8346|1.260|-0.723
SWT Gailes Marsh|NS323359|Scotland|8|2009|2023|UKBMS|55.5878|-4.6625|0.356|4.748
Clune|NT170954|Scotland|10|2007|2023|UKBMS|56.1441|-3.3374|4.120|2.910
Cocksburn Reservoir, Bridge of Allan|NS805985|Scotland|14|2009|2023|UKBMS|56.1641|-3.9259|-2.430|0.230
Linlithgow Loch Transect 1 - Fiddlers Croft|NT008776|Scotland|11|2006|2022|UKBMS|55.9811|-3.5914|0.363|2.102
Linlithgow Loch Transect 2 - North Side|NT002777|Scotland|12|2006|2023|UKBMS|55.9819|-3.6010|-2.321|4.643
Cullaloe Local Nature Reserve|NT187875|Scotland|9|2009|2023|UKBMS|56.0734|-3.3076|0.244|0.186
Cammo Estate|NT175747|Scotland|11|2009|2023|UKBMS|55.9582|-3.3230|1.002|-1.162
Gullane West|NT468830|Scotland|8|2009|2023|UKBMS|56.0369|-2.8554|2.961|3.051
Barns Ness|NT718771|Scotland|15|2009|2023|UKBMS|55.9860|-2.4536|2.758|2.777
Hailes ROW|NT592774|Scotland|14|2009|2023|UKBMS|55.9878|-2.6555|1.154|0.348
Loch Leven - Railway (8-10)|NO122010|Scotland|7|2008|2023|UKBMS|56.1935|-3.4165|6.174|0.229
Jupiter Urban Wildlife Centre|NS918810|Scotland|13|2010|2023|UKBMS|56.0097|-3.7369|0.240|-0.905
Alva Glen revised|NS885978|Scotland|13|2010|2023|UKBMS|56.1598|-3.7968|-0.894|0.868
Bradburys (Huberts) Bank|SK151561|England|16|1994|2023|UKBMS|53.1019|-1.7759|3.677|2.089
Dane-in-Shaw Pasture|SJ878626|England|24|2000|2023|UKBMS|53.1604|-2.1839|4.405|2.199
Swettenham Meadows|SJ804675|England|18|2005|2023|UKBMS|53.2042|-2.2949|5.077|1.030
Woolston Eyes|SJ652881|England|17|2006|2023|UKBMS|53.3886|-2.5247|-2.263|4.349
Brereton Heath Country Park|SJ797651|England|14|2010|2023|UKBMS|53.1826|-2.3052|3.235|-1.256
Teggs Nose|SJ947723|England|11|2013|2023|UKBMS|53.2477|-2.0809|0.358|1.656
Danes Moss to Sutton Reservoir|SJ910706|England|9|2015|2023|UKBMS|53.2324|-2.1363|0.685|-2.715
Tytherington - Marlborough Drive Woods|SJ918756|England|9|2015|2023|UKBMS|53.2773|-2.1244|2.945|0.329
Cleaver Heath|SJ257826|England|6|2017|2023|UKBMS|53.3351|-3.1172|0.172|-1.432
RSPB Burton Mere Wetlands|SJ314734|England|5|2017|2023|UKBMS|53.2532|-3.0297|0.405|2.565
New Ferry Butterfly Park|SJ333850|England|7|2017|2023|UKBMS|53.3577|-3.0036|0.301|6.160
Hatchmere|SJ551721|England|6|2017|2023|UKBMS|53.2440|-2.6743|-2.501|0.917
Sankey Valley Park|SJ592894|England|7|2017|2023|UKBMS|53.3998|-2.6151|3.357|-1.229
Leftwich Woods|SJ666717|England|7|2017|2023|UKBMS|53.2413|-2.5019|0.684|-1.308
Ashton's Flash, Northwich|SJ666749|England|7|2017|2023|UKBMS|53.2700|-2.5023|1.270|1.541
Cluse Hey (Lyme Park)|SJ958814|England|4|2018|2022|UKBMS|53.3295|-2.0645|-0.024|1.537
Caldecott|SJ435522|England|6|2018|2023|UKBMS|53.0640|-2.8446|5.331|1.316
Elmerhurst (Lyme Park)|SJ963837|England|5|2018|2023|UKBMS|53.3502|-2.0570|4.430|4.662
Riverside Park Macclesfield|SJ913745|England|6|2018|2023|UKBMS|53.2674|-2.1319|0.792|-3.093
Yew Tree Farm|SJ723876|England|4|2018|2023|UKBMS|53.3845|-2.4179|5.860|5.382
Kelsall 1|SJ523681|England|5|2019|2023|UKBMS|53.2078|-2.7156|6.080|5.697
Caldy Nature Park|SJ423649|England|5|2019|2023|UKBMS|53.1781|-2.8648|1.852|4.757
Quarry Bank Revised|SJ834830|England|5|2019|2023|UKBMS|53.3436|-2.2508|1.427|3.605
Tatton Park|SJ758819|England|5|2019|2023|UKBMS|53.3335|-2.3649|4.371|4.485
Bickerton Hills 2|SJ495527|England|5|2019|2023|UKBMS|53.0691|-2.7551|0.084|-3.997
Wallasey Sandhills|SJ276925|England|5|2019|2023|UKBMS|53.4243|-3.0910|1.152|3.741
Whiteoak Wood (revised)|SJ732880|England|2|2019|2022|UKBMS|53.3882|-2.4044|3.028|-1.667
Kerridge Hill|SJ944759|England|5|2019|2023|UKBMS|53.2800|-2.0854|2.349|2.301
Dunham Massey Gardens|SJ736874|England|2|2022|2023|UKBMS|53.3828|-2.3984|-0.219|-1.520
Crown Farm Sand Quarry|SJ572704|England|4|2020|2023|UKBMS|53.2289|-2.6426|-1.961|4.585
Marshall's Arm Revision 2021|SJ649721|England|3|2021|2023|UKBMS|53.2448|-2.5274|-1.106|-1.862
Marbury (Including Flashes and Big Wood)|SJ660758|England|3|2021|2023|UKBMS|53.2781|-2.5114|5.487|4.424
Garden (Lyme Park)|SJ965823|England|3|2021|2023|UKBMS|53.3376|-2.0540|4.476|4.764
Hatchmere (Beaver Enclosure)|SJ547723|England|3|2021|2023|UKBMS|53.2458|-2.6803|1.958|0.181
Macclesfield Forest|SJ959710|England|3|2021|2023|UKBMS|53.2360|-2.0629|-0.670|-2.386
Nantwich Lake and River Weaver (Revised)|SJ648515|England|3|2021|2023|UKBMS|53.0596|-2.5267|5.657|4.783
Alderley Edge Stormy Point|SJ860770|England|2|2021|2022|UKBMS|53.2898|-2.2115|-0.485|-2.115
Jacksons' Brickworks Local Nature Reserve|SJ947845|England|3|2021|2023|UKBMS|53.3574|-2.0811|-1.397|4.243
Cross Lane|SJ289916|England|3|2021|2023|UKBMS|53.4164|-3.0712|0.053|-1.481
Alderley Edge Mottram Quarry|SJ862776|England|2|2021|2022|UKBMS|53.2952|-2.2085|4.769|0.840
Countess of Chester Country Park 2|SJ396687|England|2|2022|2023|UKBMS|53.2119|-2.9059|5.605|1.202
St Michael's Eco Park|SJ499849|England|2|2022|2023|UKBMS|53.3586|-2.7542|1.612|-0.184
Macclesfield Leisure Centre & Athletics Track|SJ891745|England|2|2022|2023|UKBMS|53.2674|-2.1649|0.626|4.123
Bosley Cloud|SJ902635|England|2|2022|2023|UKBMS|53.1685|-2.1481|-1.558|0.267
Breadsall Cutting|SK385397|England|42|1982|2023|UKBMS|52.9533|-1.4284|5.782|3.622
West Hallam Ash Tip|SK439424|England|37|1987|2023|UKBMS|52.9772|-1.3477|-1.115|-1.333
Carsington Water|SK248528|England|30|1994|2023|UKBMS|53.0719|-1.6313|5.598|1.631
Aston Brickyard Plantation|SK413303|England|24|2000|2023|UKBMS|52.8686|-1.3879|-1.252|-1.505
Derbyshire Dales Section 12|SK161661|England|23|2001|2023|UKBMS|53.1917|-1.7605|2.724|3.466
Shiningford, Carsington Water|SK239517|England|16|2008|2023|UKBMS|53.0620|-1.6448|5.845|4.660
Cinderhill, Shipley Country Park, Heanor|SK431452|England|16|2008|2023|UKBMS|53.0024|-1.3592|0.946|3.533
Darley and Nutwood Wildlife Site, Derby|SK355388|England|15|2009|2023|UKBMS|52.9454|-1.4731|2.707|1.155
Eyes Meadow, Duffield|SK348432|England|14|2010|2023|UKBMS|52.9850|-1.4831|2.403|1.521
Brocks Hill Country Park, Leicester|SP619996|England|15|2009|2023|UKBMS|52.5907|-1.0877|5.341|1.604
Crich Chase Meadows|SK352523|England|10|2012|2023|UKBMS|53.0668|-1.4761|0.249|-3.926
Millers Dale Quarry|SK140731|England|12|2012|2023|UKBMS|53.2547|-1.7916|-0.046|-1.978
Chee Dale NR|SK128735|England|12|2012|2023|UKBMS|53.2584|-1.8096|0.544|-2.030
Woodside NR, Shipley|SK448436|England|12|2012|2023|UKBMS|52.9879|-1.3341|5.372|3.908
Avenue Washlands NR, Wingerworth|SK398668|England|12|2012|2023|UKBMS|53.1968|-1.4057|2.013|0.862
Beeston Sidings|SK545375|England|10|2014|2023|UKBMS|52.9321|-1.1906|6.723|3.297
Potwell Dyke Grasslands, Southwell|SK702534|England|10|2014|2023|UKBMS|53.0732|-0.9537|2.687|0.402
Hammersmith Meadows LNR, Ripley|SK398515|England|10|2014|2023|UKBMS|53.0593|-1.4076|2.205|-2.832
Carr Wood LNR, Ripley|SK402511|England|10|2014|2023|UKBMS|53.0556|-1.4017|1.543|-3.058
Drakelow NR North|SK226204|England|10|2013|2023|UKBMS|52.7807|-1.6664|-2.570|5.078
Bingham Linear Park|SK715385|England|11|2013|2023|UKBMS|52.9391|-0.9375|3.087|1.210
Poulter Country Park|SK525706|England|11|2013|2023|UKBMS|53.2299|-1.2150|5.550|1.307
Creswell Crags|SK532741|England|11|2013|2023|UKBMS|53.2612|-1.2039|5.433|2.277
Hollinhill & Markland Grips|SK507751|England|11|2013|2023|UKBMS|53.2705|-1.2412|8.878|0.575
Whitwell Woods|SK524780|England|11|2013|2023|UKBMS|53.2964|-1.2153|-0.421|-3.914
Radcliffe Wood|SK650381|England|11|2013|2023|UKBMS|52.9364|-1.0343|0.433|-1.503
Greenfields, Buxworth|SK027822|England|11|2013|2023|UKBMS|53.3367|-1.9609|0.152|-1.473
Jim Mart Nature Reserve|SK368648|England|11|2013|2023|UKBMS|53.1790|-1.4508|4.217|2.552
Toton Washlands|SK485346|England|11|2013|2023|UKBMS|52.9067|-1.2803|1.272|5.525
Ticknall Limeyards|SK359234|England|7|2013|2023|UKBMS|52.8070|-1.4689|6.126|4.029
Findern Footpaths|SK314303|England|11|2013|2023|UKBMS|52.8693|-1.5350|3.251|0.189
Calke Park|SK363229|England|6|2013|2023|UKBMS|52.8024|-1.4630|1.154|1.732
Rosliston Forestry Centre|SK245177|England|11|2013|2023|UKBMS|52.7564|-1.6384|4.665|3.283
Hartshorne Wood|SK330218|England|11|2013|2023|UKBMS|52.7928|-1.5121|0.387|-3.315
Gresley Wood|SK296173|England|11|2013|2023|UKBMS|52.7525|-1.5629|1.838|0.135
Markham North Tip|SK453729|England|11|2013|2023|UKBMS|53.2512|-1.3225|-1.143|-1.101
Hartington Meadows|SK152611|England|11|2013|2023|UKBMS|53.1468|-1.7742|4.366|3.615
Kedleston Park|SK313412|England|11|2013|2023|UKBMS|52.9673|-1.5354|-1.040|-1.049
Clough Wood (Darley Bridge)|SK257617|England|10|2014|2023|UKBMS|53.1518|-1.6172|0.937|-1.242
Belper Parks LNR|SK352472|England|10|2014|2023|UKBMS|53.0209|-1.4767|2.259|-1.420
Wyver Lane, Belper|SK343493|England|10|2014|2023|UKBMS|53.0399|-1.4899|2.788|1.721
Pleasley Pit LNR|SK498644|England|10|2014|2023|UKBMS|53.1744|-1.2564|2.670|2.647
Allestree Park LNR|SK350405|England|10|2014|2023|UKBMS|52.9607|-1.4804|2.071|-1.660
Doe Lea & Glapwell Pit|SK467671|England|10|2014|2023|UKBMS|53.1989|-1.3024|0.451|-1.660
Blackwell Trail|SK430576|England|10|2014|2023|UKBMS|53.1139|-1.3590|6.538|1.114
Alsop Moor|SK158571|England|10|2014|2023|UKBMS|53.1109|-1.7654|5.157|4.825
Mickleover Meadows LNR|SK314357|England|8|2014|2023|UKBMS|52.9178|-1.5345|5.507|3.501
Carr Vale NR|SK461702|England|10|2014|2023|UKBMS|53.2269|-1.3109|-1.394|-1.394
Forbes Hole LNR, Long Eaton|SK495324|England|10|2014|2023|UKBMS|52.8868|-1.2658|0.893|5.812
Hardwick Hall Gardens|SK462636|England|10|2014|2023|UKBMS|53.1675|-1.3104|1.846|4.880
Northwood Carr|SK270648|England|10|2014|2023|UKBMS|53.1796|-1.5975|0.168|-3.985
Seale Wood|SK301142|England|10|2014|2023|UKBMS|52.7246|-1.5558|6.729|3.037
Pick Triangle Wood|SK308177|England|10|2014|2023|UKBMS|52.7560|-1.5451|0.265|-3.983
Sence Valley Country Park|SK400112|England|10|2014|2023|UKBMS|52.6970|-1.4096|3.269|-1.197
Hicks Lodge, Leicestershire|SK329156|England|10|2014|2023|UKBMS|52.7370|-1.5142|2.219|4.580
Hardwick Hall|SK461633|England|8|2014|2023|UKBMS|53.1648|-1.3119|5.610|4.503
Hardwick Park|SK453640|England|10|2014|2023|UKBMS|53.1712|-1.3238|0.761|-3.205
Hoe Grange Quarry, Longcliffe|SK222561|England|9|2015|2023|UKBMS|53.1016|-1.6699|2.522|1.548
Deep Dale NR, Sheldon|SK168701|England|9|2015|2023|UKBMS|53.2277|-1.7498|2.959|2.535
National Stone Centre, Wirksworth|SK285554|England|9|2015|2023|UKBMS|53.0951|-1.5759|-0.497|-1.945
Rose End Meadows NR|SK291566|England|9|2015|2023|UKBMS|53.1058|-1.5668|2.761|0.313
Cromford Canal - North|SK305566|England|9|2015|2023|UKBMS|53.1057|-1.5459|2.779|-1.708
Cromford Canal - Centre|SK324556|England|9|2015|2023|UKBMS|53.0966|-1.5176|2.236|-2.544
Cromford Canal - South|SK339535|England|9|2015|2023|UKBMS|53.0777|-1.4954|4.434|0.394
Swadlincote Woodlands|SK307195|England|9|2015|2023|UKBMS|52.7722|-1.5464|-0.704|-2.155
Grin Low Wood, Buxton|SK052721|England|9|2015|2023|UKBMS|53.2459|-1.9235|0.726|-3.274
Allestree Park Woodlands (North)|SK342408|England|9|2015|2023|UKBMS|52.9635|-1.4923|2.285|-2.727
Netherfield Lagoons|SK635400|England|9|2015|2023|UKBMS|52.9536|-1.0563|0.788|-1.635
Wollaton Hall Park|SK527393|England|9|2015|2023|UKBMS|52.9485|-1.2171|2.168|-0.635
Cowpen Bewley 2 (Woodland Park)|NZ481253|England|26|1996|2023|UKBMS|54.6206|-1.2566|1.082|-3.463
Sherburn Hill|NZ331417|England|7|1990|2022|UKBMS|54.7691|-1.4870|0.962|1.113
Thrislington Plantation|NZ315327|England|24|1999|2023|UKBMS|54.6884|-1.5129|2.136|2.069
The Whinnies|NZ352137|England|22|2001|2022|UKBMS|54.5174|-1.4578|2.165|-1.577
Raisby Hill Grassland|NZ335354|England|21|2001|2023|UKBMS|54.7125|-1.4815|0.172|-1.735
Tees Railway Walk|NZ001197|England|21|2003|2023|UKBMS|54.5725|-2.0000|4.963|5.017
Stillington Forest Park|NZ375239|England|22|2002|2023|UKBMS|54.6089|-1.4209|1.352|1.317
Tanfield Lea|NZ194543|England|19|2003|2022|UKBMS|54.8831|-1.6991|0.177|1.667
Castle Eden Dene NNR - West end|NZ411389|England|20|2004|2023|UKBMS|54.7434|-1.3631|-1.915|-0.928
Burn Hill|NZ067444|England|18|2004|2022|UKBMS|54.7944|-1.8973|3.748|4.584
Newton Hall Junction|NZ283448|England|17|2005|2023|UKBMS|54.7973|-1.5613|1.410|-0.470
Havannah LNR|NZ220718|England|18|2006|2023|UKBMS|55.0402|-1.6573|2.703|3.499
Stargate Ponds and Bewes Hills|NZ164632|England|17|2006|2023|UKBMS|54.9632|-1.7454|-2.070|4.730
Brass Castle - Waldridge North|NZ257496|England|16|2006|2023|UKBMS|54.8406|-1.6014|0.262|-1.704
West Park Nature Reserve|NZ268166|England|16|2007|2022|UKBMS|54.5440|-1.5873|0.378|-1.254
Cocklawburn Dunes|NU032480|England|16|2008|2023|UKBMS|55.7254|-1.9506|5.837|3.787
Greenabella Marsh|NZ519266|England|5|2010|2023|UKBMS|54.6319|-1.1975|-0.163|1.388
Wynyard Woodland Park - Pickard's Meadow|NZ400273|England|13|2010|2022|UKBMS|54.6392|-1.3818|-0.347|-2.248
Sherburn Railway|NZ323417|England|11|2011|2022|UKBMS|54.7692|-1.4995|4.008|0.665
Lane Head Quarry|NY987403|England|10|2013|2023|UKBMS|54.7576|-2.0217|-1.046|-1.345
Bearpark Woods|NZ242433|England|9|2015|2023|UKBMS|54.7840|-1.6252|-2.592|1.193
Black Plantation|NZ137449|England|9|2014|2023|UKBMS|54.7988|-1.7884|0.736|-3.078
Gosforth Park Nature Reserve|NZ259700|England|10|2014|2023|UKBMS|55.0239|-1.5964|0.370|-3.434
Murton Fields|NZ329707|England|8|2015|2022|UKBMS|55.0297|-1.4869|6.309|3.306
Horsleyhope Burn|NZ060467|England|9|2015|2023|UKBMS|54.8151|-1.9082|-1.211|-0.506
Hunting Hall Farm|NU028410|England|8|2016|2023|UKBMS|55.6625|-1.9571|1.749|1.519
Hardwick Park|NZ341290|England|6|2017|2023|UKBMS|54.6549|-1.4730|4.289|4.349
Doxford Farm Walk A|NU186232|England|6|2018|2023|UKBMS|55.5022|-1.7071|7.016|0.298
Doxford Farm Walk B|NU190236|England|6|2018|2023|UKBMS|55.5058|-1.7007|10.014|2.096
Tughall Mill|NU223275|England|3|2018|2022|UKBMS|55.5407|-1.6482|5.560|3.374
East Park - Hardwick Park|NZ350295|England|5|2018|2023|UKBMS|54.6594|-1.4590|-0.057|3.601
Phoenix Site, Billingham|NZ463218|England|4|2020|2023|UKBMS|54.5893|-1.2850|-0.446|-2.202
Marsden Old Hall Quarry LNR|NZ396645|England|4|2020|2023|UKBMS|54.9735|-1.3829|3.189|2.813
Embleton Quarry|NU231228|England|3|2021|2023|UKBMS|55.4984|-1.6359|0.164|2.670
Castle Eden Dene NNR - Bellister Park|NZ427393|England|3|2021|2023|UKBMS|54.7469|-1.3382|0.505|4.696
Weetslade Country Park 2|NZ253726|England|3|2021|2023|UKBMS|55.0473|-1.6056|3.608|3.379
Cassop NNR|NZ325385|England|2|2021|2022|UKBMS|54.7404|-1.4967|2.981|3.498
Denemouth NNR|NZ454405|England|2|2021|2022|UKBMS|54.7574|-1.2961|1.249|1.482
Denemouth South Bank|NZ456406|England|2|2021|2022|UKBMS|54.7583|-1.2929|1.539|1.571
Cwm Clydach|SN677036|Wales|10|2002|2023|UKBMS|51.7155|-3.9165|-0.985|-1.218
Trawscoed|SH846326|Wales|23|2001|2023|UKBMS|52.8784|-3.7162|1.435|3.397
Rushmoor garden to Landshipping Quay|SN018111|Wales|23|2001|2023|UKBMS|51.7634|-4.8736|3.957|2.388
Somerton|SM931005|Wales|21|2002|2023|UKBMS|51.6651|-4.9932|5.602|4.518
Morfa Dyffryn (Benar dunes)|SH574224|Wales|20|2004|2023|UKBMS|52.7803|-4.1156|3.245|4.069
Rhydymwym Valley Nature Reserve|SJ208660|Wales|17|2005|2023|UKBMS|53.1852|-3.1867|0.917|-0.245
Stackpole Warren, Stackpole NNR|SR982945|Wales|17|2007|2023|UKBMS|51.6131|-4.9161|0.167|1.277
Cors Fochno|SN630910|Wales|21|2001|2023|UKBMS|52.4996|-4.0196|-1.121|2.884
Marford Quarry|SJ357560|Wales|12|2012|2023|UKBMS|53.0973|-2.9617|1.373|2.998
Mynydd Marian|SH891774|Wales|17|2005|2023|UKBMS|53.2819|-3.6648|1.702|1.617
Brechfa Forest|SN503303|Wales|11|2013|2023|UKBMS|51.9510|-4.1797|-1.713|0.838
Llanymynech SSSI|SJ267218|Wales|10|2013|2022|UKBMS|52.7888|-3.0884|2.993|0.230
Silent Valley|SO188064|Wales|10|2014|2023|UKBMS|51.7504|-3.1777|-0.243|-0.534
Roundton Hill|SO293949|Wales|9|2015|2023|UKBMS|52.5473|-3.0440|6.118|3.929
Welshmoor|SS520927|Wales|9|2014|2023|UKBMS|51.6136|-4.1389|-0.667|1.806
Lake Vyrnwy Quarry Transect|SJ020208|Wales|3|2015|2023|UKBMS|52.7759|-3.4542|0.058|-0.999
Aberduna Nature Reserve|SJ199613|Wales|8|2015|2023|UKBMS|53.1428|-3.1990|-0.458|-1.968
Shirenewton|ST485943|Wales|5|2015|2022|UKBMS|51.6451|-2.7457|2.217|3.409
Magor Marsh Nature Reserve|ST425866|Wales|8|2015|2023|UKBMS|51.5753|-2.8311|0.567|-2.125
Great Traston Meadows|ST343846|Wales|9|2015|2023|UKBMS|51.5564|-2.9491|2.592|-0.540
Gwenffrwd Dinas|SN752458|Wales|4|2015|2022|UKBMS|52.0964|-3.8233|1.835|2.018
WWT Llanelli Millennium Wetlands|SS535983|Wales|8|2016|2023|UKBMS|51.6643|-4.1196|2.471|-0.833
Blackrock Quarry|SO219128|Wales|8|2016|2023|UKBMS|51.8084|-3.1342|0.431|-0.173
Central Valley|SO172081|Wales|8|2016|2023|UKBMS|51.7654|-3.2012|1.567|2.095
Borras Quarry|SJ362527|Wales|3|2016|2023|UKBMS|53.0677|-2.9536|0.895|5.526
Sychpant|SN044352|Wales|8|2016|2023|UKBMS|51.9807|-4.8496|-0.837|0.802
Gogarth|SH760831|Wales|3|2016|2023|UKBMS|53.3302|-3.8634|2.016|4.378
Rhiwledyn|SH813821|Wales|8|2016|2023|UKBMS|53.3225|-3.7835|0.756|3.694
Bryn Pydew|SH818798|Wales|8|2016|2023|UKBMS|53.3019|-3.7752|-0.863|-0.909
Loggerheads Country Park|SJ198627|Wales|6|2017|2023|UKBMS|53.1554|-3.2008|-1.053|-2.017
Marloes Mere|SM772079|Wales|6|2017|2023|UKBMS|51.7254|-5.2274|5.335|3.923
Minsmere|TM469672|England|33|1988|2023|UKBMS|52.2475|1.6155|1.590|-1.401
Elveden Center Parcs|TL800806|England|25|1996|2023|UKBMS|52.3938|0.6440|3.982|0.121
Upper Abbey Farm|TM456648|England|19|2004|2022|UKBMS|52.2266|1.5948|7.031|0.225
Wolves Wood|TM053440|England|20|2004|2023|UKBMS|52.0563|0.9931|0.638|-2.049
Newsons Farm|TL933549|England|19|2005|2023|UKBMS|52.1585|0.8245|1.454|3.895
Alton Water|TM148357|England|18|2006|2023|UKBMS|51.9782|1.1262|9.812|1.971
Ramsey & Hintlesham Wood|TM067432|England|18|2006|2023|UKBMS|52.0486|1.0130|-0.755|-1.882
Manor Farm, Coddenham|TM131543|England|19|2005|2023|UKBMS|52.1459|1.1131|6.150|2.542
Blaxhall Common Silver-studded Blue|TM379567|England|16|2008|2023|UKBMS|52.1573|1.4766|0.195|2.672
Newsons Farm extension|TL931550|England|29|1995|2023|UKBMS|52.1595|0.8216|0.692|-3.563
Dunwich Forest 1|TM460722|England|14|2010|2023|UKBMS|52.2928|1.6060|-0.185|-4.064
Nowton Country Park|TL867616|England|12|2010|2023|UKBMS|52.2210|0.7318|1.069|-1.066
Black Heath|TM427749|England|14|2010|2023|UKBMS|52.3185|1.5597|1.048|4.051
Knettishall Heath 1|TL951804|England|8|2014|2023|UKBMS|52.3869|0.8655|-1.533|0.181
Purdis Heath|TM212425|England|10|2013|2023|UKBMS|52.0368|1.2237|0.111|0.378
Sizewell Belts|TM461635|England|10|2013|2022|UKBMS|52.2147|1.6011|0.711|2.012
Lackford Lakes|TL800706|England|8|2016|2023|UKBMS|52.3040|0.6386|1.559|2.795
Church Farm (SWT)|TM423743|England|7|2017|2023|UKBMS|52.3133|1.5534|4.697|1.844
Reydon Wood (SWT)|TM475789|England|7|2017|2023|UKBMS|52.3522|1.6329|1.676|-3.110
Lark Path, Bury St Edmunds|TL861636|England|7|2017|2023|UKBMS|52.2391|0.7241|3.194|-0.028
Little Ouse headwaters|TM020787|England|6|2018|2023|UKBMS|52.3691|0.9657|1.804|-0.101
Lakenheath Fen (RSPB)|TL718862|England|5|2018|2023|UKBMS|52.4467|0.5265|1.704|1.346
Blaxhall Common (SSB)(SWT2)|TM381561|England|5|2019|2023|UKBMS|52.1518|1.4791|-2.338|0.803
Darsham Marshes (SWT)|TM421687|England|4|2020|2023|UKBMS|52.2631|1.5464|3.865|0.595
Hen Reed Beds|TM470771|England|2|2022|2023|UKBMS|52.3363|1.6242|2.636|1.361
Countryside Restoration Land, Barton|TL415550|England|25|1999|2023|UKBMS|52.1751|0.0679|8.790|1.695
Westfield Farm (Countryside Restoration Trust)|TL378549|England|22|2002|2023|UKBMS|52.1752|0.0138|9.625|1.782
Devil's Dyke, near Newmarket|TL612620|England|20|2003|2023|UKBMS|52.2326|0.3591|4.516|3.894
Abbotts Hall Farm|TL963146|England|22|2002|2023|UKBMS|51.7956|0.8453|1.808|-0.421
Hatfield Forest|TL535195|England|16|2008|2023|UKBMS|51.8530|0.2273|2.060|-2.119
Cambourne|TL318597|England|18|2005|2023|UKBMS|52.2198|-0.0721|0.089|4.719
Hardwick Wood|TL353572|England|18|2005|2023|UKBMS|52.1964|-0.0219|0.376|-2.682
