name|grid|country|nyrs|first|last|type|lat|lon|x|y|p_ukbms
|SK0708|England|14|2009|2023|WCBS|52.6697|-1.8979|7.723|0.607|0.6555
|TM5075|England|15|2009|2023|WCBS|52.3161|1.6666|1.036|4.699|0.6934
|NO1957|Scotland|14|2009|2023|WCBS|56.6977|-3.3243|-0.991|2.362|0.7879
|NT3549|Scotland|15|2009|2023|WCBS|55.7300|-3.0366|0.356|1.760|0.5522
|TQ4726|England|15|2009|2023|WCBS|51.0146|0.0942|-1.505|-3.024|0.8387
|SP3552|England|3|2009|2022|WCBS|52.1652|-1.4897|8.991|0.487|0.0479
|ST9790|England|7|2009|2023|WCBS|51.6088|-2.0447|5.841|2.483|0.3532
|SD9767|England|4|2009|2023|WCBS|54.0989|-2.0474|3.679|4.575|0.3259
|SE0430|England|15|2009|2023|WCBS|53.7663|-1.9408|-0.632|1.834|0.8102
|SE3593|England|11|2009|2023|WCBS|54.3314|-1.4633|6.947|0.059|0.0321
|TR1847|England|10|2009|2023|WCBS|51.1806|1.1177|10.594|1.623|0.0924
|SK2517|England|12|2009|2023|WCBS|52.7500|-1.6311|3.642|1.894|0.2773
|SN0514|Wales|14|2007|2022|WCBS|51.7906|-4.8289|0.544|-1.302|0.7957
|TQ6248|England|2|2007|2022|WCBS|51.2082|0.3178|7.189|0.379|0.2613
|SU8890|England|2|2006|2023|WCBS|51.6020|-0.7308|6.681|0.857|0.1628
|D2204|Northern Ireland|10|2011|2023|WCBS|54.8688|-6.1005|4.680|5.316|0.1311
|SD3511|England|7|2010|2023|WCBS|53.5915|-2.9835|7.296|0.214|0.3068
|SD4391|England|14|2010|2023|WCBS|54.3114|-2.8776|1.077|2.318|0.5910
|SP7474|England|13|2010|2023|WCBS|52.3591|-0.9148|7.842|0.874|0.3065
|SP7870|England|7|2010|2022|WCBS|52.3226|-0.8570|6.132|1.881|0.6591
|SO7322|England|14|2010|2023|WCBS|51.8959|-2.3938|9.757|1.726|0.2626
|SO9524|England|14|2010|2023|WCBS|51.9145|-2.0741|1.914|5.006|0.3686
|SY8780|England|14|2010|2023|WCBS|50.6196|-2.1851|4.935|2.704|0.6859
|TQ3045|England|13|2010|2023|WCBS|51.1894|-0.1411|5.028|0.805|0.3987
|TQ5204|England|11|2010|2022|WCBS|50.8156|0.1563|9.058|0.857|0.1626
|NY0287|Scotland|12|2012|2023|WCBS|55.1676|-3.5400|-2.428|4.852|0.7115
|ST7202|England|12|2011|2023|WCBS|50.8169|-2.3988|3.839|0.352|0.6359
|SH4659|Wales|12|2012|2023|WCBS|53.1059|-4.3019|5.369|1.858|0.7052
|TQ5301|England|13|2011|2023|WCBS|50.7884|0.1692|10.531|1.531|0.0933
|NT1930|Scotland|7|2011|2022|WCBS|55.5569|-3.2857|-2.215|0.081|0.5279
|SO6212|England|11|2012|2023|WCBS|51.8053|-2.5525|-1.911|-0.896|0.4321
|SD5058|England|7|2012|2023|WCBS|54.0156|-2.7645|2.752|1.480|0.7070
|SO9514|England|12|2012|2023|WCBS|51.8246|-2.0740|5.087|4.264|0.0981
|TF7611|England|3|2012|2022|WCBS|52.6681|0.6014|8.792|0.328|0.3126
|NS5651|Scotland|12|2011|2022|WCBS|55.7309|-4.2947|-0.488|3.795|0.5412
|TF6841|England|7|2011|2023|WCBS|52.9401|0.4986|8.705|0.241|0.2839
|SU8583|England|12|2012|2023|WCBS|51.5395|-0.7758|6.290|1.758|0.2564
|SU0101|England|10|2012|2022|WCBS|50.8086|-1.9872|6.912|0.625|0.1581
|SJ4162|England|6|2012|2022|WCBS|53.1519|-2.8837|2.412|-2.556|0.7198
|SU0308|England|12|2011|2023|WCBS|50.8715|-1.9587|10.426|1.408|0.0382
|TL1724|England|2|2012|2023|WCBS|51.9023|-0.3008|5.746|3.374|0.5652
|NJ9961|Scotland|8|2009|2022|WCBS|57.6389|-2.0184|8.881|0.325|0.4490
|NK0457|Scotland|9|2009|2022|WCBS|57.6030|-1.9347|-0.628|-1.255|0.8461
|SP9026|England|15|2009|2023|WCBS|51.9253|-0.6926|2.124|3.082|0.9440
|NY1847|England|11|2009|2023|WCBS|54.8111|-3.2774|5.200|5.518|0.0817
|ST6070|England|13|2007|2023|WCBS|51.4276|-2.5767|1.195|5.406|0.3911
|TL2486|England|11|2009|2023|WCBS|52.4579|-0.1765|7.782|0.918|0.5074
|SY9594|England|15|2009|2023|WCBS|50.7456|-2.0722|7.061|5.502|0.3610
|SZ0497|England|13|2009|2023|WCBS|50.7726|-1.9446|6.449|3.229|0.8213
|TL4903|England|10|2009|2023|WCBS|51.7060|0.1550|2.865|3.138|0.9329
|SU5127|England|15|2007|2023|WCBS|51.0401|-1.2740|7.108|4.851|0.3845
|SU6207|England|14|2009|2023|WCBS|50.8592|-1.1205|8.978|0.453|0.1574
|TL8339|England|13|2009|2023|WCBS|52.0192|0.6656|3.945|0.891|0.2803
|SD9904|England|13|2009|2023|WCBS|53.5327|-2.0166|1.560|1.433|0.7964
|TQ5390|England|15|2009|2023|WCBS|51.5881|0.2071|1.443|5.144|0.1451
|SD6608|England|9|2009|2023|WCBS|53.5675|-2.5148|3.499|4.036|0.1757
|SX7779|England|15|2009|2023|WCBS|50.5977|-3.7393|-1.014|2.600|0.8840
|SY4690|England|13|2009|2022|WCBS|50.7071|-2.7661|-2.738|5.643|0.0644
|SY7385|England|13|2009|2023|WCBS|50.6640|-2.3834|6.045|5.474|0.3163
|TG2215|England|16|2007|2023|WCBS|52.6872|1.2832|6.933|3.463|0.3965
|TG4124|England|13|2007|2023|WCBS|52.7598|1.5704|7.215|-0.369|0.5807
|TQ1492|England|13|2009|2023|WCBS|51.6153|-0.3549|7.314|3.869|0.7308
|TQ5568|England|12|2009|2022|WCBS|51.3899|0.2263|7.709|0.595|0.6388
|TQ1662|England|14|2009|2023|WCBS|51.3453|-0.3359|-1.780|-2.309|0.7999
|ST4355|England|8|2007|2022|WCBS|51.2913|-2.8188|2.514|1.077|0.8814
|TL6381|England|14|2009|2023|WCBS|52.4027|0.3946|7.285|-0.201|0.5506
|TL7866|England|11|2009|2022|WCBS|52.2634|0.6069|7.324|-0.397|0.1645
|TM3450|England|15|2009|2023|WCBS|52.0988|1.4151|-2.724|1.077|0.5143
|TM3762|England|7|2009|2023|WCBS|52.2052|1.4672|1.289|-1.914|0.8859
|TM2087|England|10|2007|2023|WCBS|52.4367|1.2351|10.546|2.091|0.2730
|SP7754|England|13|2009|2023|WCBS|52.1789|-0.8753|9.983|1.018|0.0299
|SP3523|England|12|2009|2022|WCBS|51.9044|-1.4927|7.619|0.649|0.1082
|SU6289|England|13|2009|2023|WCBS|51.5964|-1.1063|3.543|-0.125|0.6965
|SM8010|Wales|13|2009|2023|WCBS|51.7454|-5.1883|0.410|-2.133|0.8926
|SM9234|Wales|14|2009|2023|WCBS|51.9655|-5.0292|5.732|5.666|0.0561
|SO2054|Wales|16|2007|2022|WCBS|52.1784|-3.1714|-0.890|0.801|0.4735
|SU0030|England|5|2009|2023|WCBS|51.0693|-2.0014|-0.950|-1.578|0.9483
|SK3828|England|13|2009|2023|WCBS|52.8482|-1.4372|7.963|0.350|0.2971
|TL0280|England|13|2009|2023|WCBS|52.4085|-0.5020|5.001|1.472|0.8618
|NH8646|Scotland|6|2007|2023|WCBS|57.4898|-3.9034|-2.838|5.407|0.4216
|SP1521|England|11|2007|2023|WCBS|51.8874|-1.7835|9.984|2.391|0.0951
|TG0307|England|4|2007|2022|WCBS|52.6228|0.9976|5.890|2.533|0.7866
|SP5310|England|2|2006|2023|WCBS|51.7862|-1.2330|9.301|0.748|0.0839
|SU6473|England|2|2006|2023|WCBS|51.4524|-1.0803|1.816|-2.991|0.9267
|J4577|Northern Ireland|8|2010|2023|WCBS|54.6204|-5.7560|0.378|-0.963|0.9763
|TG1008|England|4|2007|2022|WCBS|52.6291|1.1015|9.615|2.084|0.3219
|TM1683|England|4|2007|2023|WCBS|52.4024|1.1738|-1.391|-1.525|0.8875
|NT0923|Scotland|8|2010|2023|WCBS|55.4923|-3.4418|-0.498|1.958|0.7287
|SD9711|England|10|2010|2023|WCBS|53.5956|-2.0468|3.459|4.225|0.7437
|SJ9520|England|14|2010|2023|WCBS|52.7776|-2.0756|9.612|2.154|0.4287
|SK0799|England|11|2010|2023|WCBS|53.4877|-1.8960|-0.751|0.939|0.7890
|SK4964|England|10|2010|2023|WCBS|53.1709|-1.2684|9.518|1.406|0.4197
|SP7657|England|10|2010|2023|WCBS|52.2060|-0.8893|0.825|5.667|0.1871
|ST8719|England|14|2010|2023|WCBS|50.9703|-2.1865|6.372|5.850|0.0406
|SO5302|England|14|2010|2023|WCBS|51.7147|-2.6817|1.036|1.432|0.9238
|SP4952|England|13|2010|2023|WCBS|52.1641|-1.2851|6.060|4.845|0.2898
|TL2050|England|14|2010|2023|WCBS|52.1353|-0.2481|6.256|2.166|0.6854
|SY4694|England|12|2012|2023|WCBS|50.7431|-2.7667|5.110|1.499|0.4165
|TQ1330|England|10|2012|2023|WCBS|51.0582|-0.3890|2.159|-2.306|0.9058
|SD7715|England|12|2011|2022|WCBS|53.6310|-2.3493|4.506|4.941|0.4244
|TG3502|England|13|2011|2023|WCBS|52.5650|1.4660|7.260|-0.416|0.1075
|SH7150|Wales|7|2012|2023|WCBS|53.0317|-3.9251|-2.388|0.182|0.3903
|SH5263|Wales|10|2012|2023|WCBS|53.1435|-4.2142|4.962|0.890|0.8747
|NT4164|Scotland|12|2012|2023|WCBS|55.8655|-2.9443|7.858|1.598|0.5529
|SU0605|England|9|2012|2023|WCBS|50.8445|-1.9161|2.193|-1.541|0.8338
|ST5301|England|11|2012|2023|WCBS|50.8066|-2.6684|6.904|5.256|0.3377
|TQ6313|England|8|2011|2023|WCBS|50.8935|0.3163|2.899|1.508|0.3141
|SE7063|England|12|2012|2023|WCBS|54.0582|-0.9321|10.271|1.841|0.2412
|SP9335|England|8|2012|2023|WCBS|52.0057|-0.6466|0.601|2.694|0.4622
|SU2770|England|7|2012|2022|WCBS|51.4284|-1.6130|10.058|1.171|0.0448
|NN0785|Scotland|10|2009|2023|WCBS|56.9160|-5.1721|-0.723|1.910|0.7229
|NY3351|England|15|2009|2023|WCBS|54.8493|-3.0450|5.250|5.568|0.1106
|NY4736|England|8|2009|2023|WCBS|54.7162|-2.8242|4.596|5.318|0.1748
|NY8113|England|10|2009|2023|WCBS|54.5119|-2.2950|4.639|5.209|0.1668
|SP8816|England|8|2007|2023|WCBS|51.8357|-0.7242|6.599|3.857|0.5668
|SJ3773|England|11|2009|2022|WCBS|53.2503|-2.9457|6.014|5.290|0.3026
|SJ9268|England|13|2009|2022|WCBS|53.2090|-2.1212|0.865|5.480|0.4476
|SH8064|Wales|5|2009|2023|WCBS|53.1596|-3.7962|4.855|4.514|0.3350
|SU4628|England|13|2009|2023|WCBS|51.0495|-1.3451|2.148|4.425|0.7051
|SU4837|England|14|2009|2023|WCBS|51.1303|-1.3154|9.180|0.845|0.2436
|NO4228|Scotland|13|2009|2023|WCBS|56.4406|-2.9423|-2.724|5.459|0.8697
|SK3150|England|13|2009|2023|WCBS|53.0464|-1.5390|6.412|5.725|0.1698
|SY0994|England|6|2009|2022|WCBS|50.7385|-3.2910|8.823|1.709|0.4997
|ST3701|England|9|2009|2023|WCBS|50.8051|-2.8954|2.072|-1.853|0.7791
|SY5089|England|11|2009|2023|WCBS|50.6985|-2.7093|7.769|1.364|0.4367
|TG1139|England|17|2007|2023|WCBS|52.9070|1.1362|0.224|-1.900|0.5424
|SU6633|England|12|2009|2022|WCBS|51.0925|-1.0589|-1.003|-0.799|0.9262
|TQ9840|England|15|2009|2023|WCBS|51.1251|0.8281|10.614|1.702|0.1276
|TQ2688|England|13|2009|2023|WCBS|51.5768|-0.1831|0.920|0.470|0.8005
|TQ2782|England|12|2009|2023|WCBS|51.5226|-0.1708|0.420|6.109|0.4737
|NT2764|Scotland|6|2009|2023|WCBS|55.8636|-3.1679|4.512|5.318|0.1433
|SU8204|England|12|2009|2023|WCBS|50.8297|-0.8370|1.986|-1.464|0.8023
|ST7650|England|3|2007|2022|WCBS|51.2487|-2.3452|5.801|1.461|0.7574
|TL8271|England|9|2009|2023|WCBS|52.3069|0.6681|5.542|2.238|0.9215
|SP5160|England|15|2009|2023|WCBS|52.2358|-1.2546|2.663|2.114|0.8870
|SM9737|Wales|8|2009|2022|WCBS|51.9942|-4.9583|0.165|-1.811|0.7716
|TQ1520|England|6|2008|2022|WCBS|50.9679|-0.3636|5.652|4.180|0.4402
|TQ1819|England|15|2007|2023|WCBS|50.9584|-0.3212|6.285|4.283|0.8358
|TQ6608|England|11|2009|2023|WCBS|50.8477|0.3567|6.251|4.375|0.3480
|SP1267|England|13|2009|2023|WCBS|52.3010|-1.8254|3.245|0.402|0.7378
|ST5274|England|12|2007|2023|WCBS|51.4629|-2.6923|6.115|3.427|0.5586
|SJ4448|England|11|2013|2023|WCBS|53.0263|-2.8364|6.278|5.380|0.1756
|TM1091|England|5|2007|2023|WCBS|52.4765|1.0908|10.065|1.012|0.1075
|SJ7891|England|14|2010|2023|WCBS|53.4153|-2.3325|0.886|5.884|0.5116
|ST6695|England|14|2010|2023|WCBS|51.6528|-2.4929|2.947|0.643|0.8415
|ST7637|England|12|2010|2023|WCBS|51.1318|-2.3444|6.492|1.946|0.1804
|SO8933|England|14|2010|2023|WCBS|51.9953|-2.1616|6.238|3.023|0.3968
|SX4068|England|8|2010|2023|WCBS|50.4899|-4.2569|1.316|-0.369|0.7649
|TF9434|England|11|2010|2022|WCBS|52.8685|0.8808|7.373|-0.296|0.1690
|TQ5317|England|14|2010|2023|WCBS|50.9322|0.1759|3.290|2.076|0.3095
|TQ2759|England|14|2010|2023|WCBS|51.3159|-0.1791|1.938|2.095|0.8829
|ST9709|England|12|2012|2023|WCBS|50.8805|-2.0440|-0.549|-3.595|0.5222
|NT2856|Scotland|12|2012|2023|WCBS|55.7919|-3.1498|4.820|5.215|0.3309
|SO9714|England|12|2012|2023|WCBS|51.8246|-2.0449|2.006|2.406|0.7219
|SD6168|England|12|2011|2023|WCBS|54.1064|-2.5980|4.592|1.222|0.4043
|SU5921|England|8|2012|2023|WCBS|50.9854|-1.1608|-0.960|4.010|0.8252
|ST3104|England|11|2012|2023|WCBS|50.8314|-2.9811|4.773|2.778|0.3654
|SZ0196|England|10|2012|2023|WCBS|50.7636|-1.9872|0.556|4.074|0.4407
|SU4771|England|8|2012|2023|WCBS|51.4361|-1.3252|7.406|4.720|0.3903
|SU0301|England|10|2012|2023|WCBS|50.8085|-1.9588|-1.142|-0.739|0.8099
|NJ9736|Scotland|14|2009|2023|WCBS|57.4144|-2.0516|3.247|3.978|0.6799
|ST6266|England|17|2007|2023|WCBS|51.3918|-2.5475|-1.103|-1.011|0.9310
|SD2883|England|11|2009|2023|WCBS|54.2376|-3.1062|3.036|0.556|0.4525
|SD4896|England|9|2009|2023|WCBS|54.3569|-2.8016|1.196|0.639|0.7917
|SE0602|England|5|2009|2023|WCBS|53.5146|-1.9110|0.211|1.590|0.8637
|SU3476|England|13|2009|2023|WCBS|51.4819|-1.5118|-1.830|-0.932|0.9687
|SP8314|England|4|2009|2023|WCBS|51.8185|-0.7973|0.892|5.799|0.6703
|SU9596|England|12|2009|2023|WCBS|51.6548|-0.6281|2.309|1.426|0.8531
|SJ7488|England|14|2009|2023|WCBS|53.3882|-2.3924|4.043|1.904|0.3601
|NZ2024|England|14|2009|2022|WCBS|54.6108|-1.6919|10.262|1.837|0.6292
|NT6565|Scotland|4|2009|2023|WCBS|55.8769|-2.5610|-0.618|2.435|0.8569
|SU2200|England|13|2009|2022|WCBS|50.7991|-1.6892|-1.373|0.189|0.8905
|SU3939|England|17|2007|2023|WCBS|51.1489|-1.4438|10.035|1.625|0.2159
|SP1039|England|15|2009|2023|WCBS|52.0493|-1.8556|0.744|5.265|0.2751
|ST7316|England|15|2009|2023|WCBS|50.9428|-2.3857|5.710|2.054|0.5475
|ST7705|England|14|2009|2023|WCBS|50.8441|-2.3280|6.770|5.027|0.4284
|ST9707|England|12|2009|2022|WCBS|50.8625|-2.0440|10.206|2.571|0.2483
|ST9910|England|15|2009|2023|WCBS|50.8895|-2.0156|10.385|2.413|0.2998
|SU0600|England|10|2009|2022|WCBS|50.7995|-1.9162|0.356|4.019|0.9194
|TL3207|England|7|2009|2023|WCBS|51.7462|-0.0894|0.852|2.410|0.5956
|TL3212|England|15|2009|2023|WCBS|51.7911|-0.0875|4.940|1.372|0.5955
|TR1651|England|15|2009|2023|WCBS|51.2173|1.0916|-0.347|-2.925|0.8654
|TR2839|England|7|2009|2022|WCBS|51.1049|1.2555|1.615|4.493|0.5445
|TF6926|England|17|2007|2023|WCBS|52.8051|0.5057|5.909|3.606|0.5423
|ST1914|England|12|2007|2023|WCBS|50.9198|-3.1537|4.758|1.474|0.4900
|ST3547|England|8|2009|2023|WCBS|51.2185|-2.9321|1.740|3.043|0.4556
|SU9402|England|16|2008|2023|WCBS|50.8099|-0.6672|4.398|1.070|0.2655
|ST4872|England|6|2009|2023|WCBS|51.4446|-2.7496|2.219|4.495|0.8223
|ST4944|England|6|2009|2023|WCBS|51.1929|-2.7312|5.749|4.982|0.2024
|ST6945|England|3|2007|2022|WCBS|51.2034|-2.4451|-0.367|-1.928|0.8034
|ST7542|England|3|2007|2022|WCBS|51.1767|-2.3590|3.360|2.243|0.3748
|ST7653|England|14|2007|2022|WCBS|51.2756|-2.3454|7.275|5.482|0.2290
|SK0500|England|14|2009|2023|WCBS|52.5978|-1.9276|0.759|3.750|0.6261
|TL7262|England|13|2009|2023|WCBS|52.2293|0.5170|7.244|-0.338|0.1614
|TL7781|England|14|2009|2023|WCBS|52.3984|0.6002|5.041|3.120|0.7916
|SP2798|England|15|2009|2023|WCBS|52.5791|-1.6030|1.717|5.207|0.6935
|J4864|Northern Ireland|9|2010|2022|WCBS|54.5028|-5.7161|0.671|3.238|0.4654
|SD9613|England|7|2010|2022|WCBS|53.6135|-2.0619|-0.455|2.152|0.7208
|SK2936|England|10|2010|2023|WCBS|52.9206|-1.5701|6.474|3.765|0.7319
|TL6142|England|14|2010|2023|WCBS|52.0530|0.3467|9.674|1.779|0.3876
|TL7910|England|12|2012|2023|WCBS|51.7601|0.5923|7.341|-0.290|0.1417
|TQ5425|England|12|2012|2023|WCBS|51.0038|0.1935|0.738|1.478|0.4595
|TQ7214|England|3|2011|2022|WCBS|50.8999|0.4447|0.245|-4.150|0.8309
|NT0035|Scotland|10|2011|2023|WCBS|55.5983|-3.5886|4.665|5.203|0.0923
|H5347|Northern Ireland|6|2011|2023|WCBS|54.3689|-7.1853|-0.586|-0.090|0.6174
|NR7150|Scotland|13|2011|2023|WCBS|55.6893|-5.6449|0.860|2.756|0.6913
|TF9313|England|12|2011|2023|WCBS|52.6803|0.8536|2.140|1.970|0.9260
|ST9235|England|8|2012|2023|WCBS|51.1142|-2.1157|9.141|0.683|0.1302
|C9742|Northern Ireland|11|2013|2023|WCBS|55.2155|-6.4768|4.774|5.392|0.1156
|ND0665|Scotland|7|2012|2023|WCBS|58.5628|-3.6175|1.819|2.045|0.6657
|NS8996|Scotland|11|2013|2023|WCBS|56.1437|-3.7880|4.770|5.283|0.2861
|NT2466|Scotland|10|2013|2023|WCBS|55.8811|-3.2164|2.964|3.925|0.8805
|NX3656|Scotland|2|2009|2023|WCBS|54.8718|-4.5574|3.854|4.594|0.3964
|NY7906|England|9|2013|2023|WCBS|54.4490|-2.3254|-0.333|2.277|0.5954
|NZ2159|England|10|2013|2023|WCBS|54.9253|-1.6739|1.030|4.913|0.5383
|SD9842|England|9|2013|2023|WCBS|53.8742|-2.0319|-0.279|2.176|0.7290
|SH7205|Wales|11|2013|2023|WCBS|52.6276|-3.8925|-2.544|0.359|0.4267
|SJ2077|Wales|6|2013|2023|WCBS|53.2839|-3.2014|0.763|5.426|0.2695
|SJ6921|England|8|2013|2022|WCBS|52.7857|-2.4611|7.242|-0.427|0.8901
|SN6831|Wales|11|2013|2023|WCBS|51.9618|-3.9226|-0.061|4.408|0.8521
|SO6575|England|10|2013|2023|WCBS|52.3719|-2.5155|1.657|0.724|0.5032
|SO7125|England|9|2013|2023|WCBS|51.9228|-2.4231|7.265|4.665|0.1752
|SO8224|England|9|2013|2023|WCBS|51.9142|-2.2631|6.165|3.520|0.3913
|SO8819|England|11|2013|2023|WCBS|51.8694|-2.1757|0.172|-1.529|0.9288
|SP0815|England|11|2013|2023|WCBS|51.8336|-1.8853|8.908|0.397|0.1098
|SP1331|England|8|2013|2023|WCBS|51.9773|-1.8121|0.786|-3.445|0.6779
|SP5415|England|11|2013|2023|WCBS|51.8310|-1.2178|6.908|5.038|0.1222
|SP6254|England|8|2013|2023|WCBS|52.1808|-1.0947|6.869|4.875|0.2376
|SP8778|England|11|2013|2023|WCBS|52.3931|-0.7229|2.029|4.395|0.6906
|ST3514|England|10|2013|2023|WCBS|50.9218|-2.9261|-1.827|-2.517|0.8162
|ST4894|Wales|8|2013|2023|WCBS|51.6424|-2.7529|4.110|2.425|0.5819
|ST6310|England|8|2013|2023|WCBS|50.8883|-2.5274|4.758|2.675|0.3693
|ST6617|England|6|2013|2023|WCBS|50.9514|-2.4854|0.711|-0.103|0.7359
|ST7933|England|7|2013|2023|WCBS|51.0959|-2.3013|9.601|1.351|0.4338
|ST8312|England|11|2013|2023|WCBS|50.9072|-2.2432|4.500|2.124|0.5260
|SU0737|England|8|2013|2023|WCBS|51.1322|-1.9013|4.305|1.965|0.3772
|SU2206|England|10|2013|2023|WCBS|50.8531|-1.6888|-1.129|-2.294|0.9590
|SU2370|England|4|2013|2022|WCBS|51.4285|-1.6706|3.375|2.143|0.9315
|SU6086|England|9|2013|2023|WCBS|51.5697|-1.1357|0.053|4.596|0.3150
|SU7249|England|11|2013|2023|WCBS|51.2356|-0.9701|9.289|1.692|0.1467
|SY9796|England|6|2013|2023|WCBS|50.7636|-2.0439|5.647|1.213|0.8651
|TA0749|England|10|2013|2023|WCBS|53.9261|-0.3720|9.003|0.512|0.6260
|TF7041|England|7|2013|2023|WCBS|52.9395|0.5283|9.663|2.210|0.1548
|TG3201|England|11|2013|2023|WCBS|52.5573|1.4211|10.402|1.731|0.3624
|TL1719|England|8|2013|2023|WCBS|51.8573|-0.3025|7.813|1.165|0.1063
|TL1844|England|7|2013|2023|WCBS|52.0818|-0.2794|4.256|3.162|0.8360
|TL3911|England|9|2013|2023|WCBS|51.7804|0.0135|-2.777|5.277|0.7642
|TL5373|England|10|2013|2023|WCBS|52.3338|0.2441|7.746|0.662|0.6518
|TM0683|England|10|2013|2023|WCBS|52.4062|1.0270|7.800|0.914|0.1385
|TM2481|England|11|2013|2023|WCBS|52.3812|1.2899|0.945|-2.917|0.6509
|TQ3319|England|9|2013|2022|WCBS|50.9551|-0.1078|0.190|6.079|0.0736
|TQ4905|England|9|2013|2023|WCBS|50.8254|0.1142|9.202|0.928|0.0230
|SU9816|England|7|2014|2023|WCBS|50.9351|-0.6067|4.283|1.774|0.7839
|SO7416|England|9|2014|2023|WCBS|51.8420|-2.3788|6.823|4.590|0.1688
|NY4303|England|7|2014|2023|WCBS|54.4192|-2.8799|-0.397|2.350|0.5840
|SO9109|England|10|2014|2023|WCBS|51.7796|-2.1319|5.831|4.057|0.5997
|SK4215|England|9|2014|2022|WCBS|52.7310|-1.3795|-0.585|3.962|0.9250
|SY5589|England|10|2014|2023|WCBS|50.6989|-2.6385|7.160|5.226|0.4394
|TG2502|England|3|2014|2023|WCBS|52.5693|1.3187|8.330|1.712|0.1424
|TQ2480|England|4|2015|2023|WCBS|51.5053|-0.2148|2.743|2.595|0.8022
|TL1055|England|7|2014|2023|WCBS|52.1823|-0.3926|4.440|1.004|0.1460
|TF5904|England|9|2014|2023|WCBS|52.6105|0.3468|8.108|1.916|0.0739
|SU9651|England|9|2014|2022|WCBS|51.2501|-0.6259|2.483|4.429|0.6871
|TQ4352|England|10|2014|2023|WCBS|51.2492|0.0476|-1.955|-1.123|0.8586
|SO7126|England|9|2014|2022|WCBS|51.9317|-2.4232|4.978|0.857|0.7318
|TM3495|England|9|2014|2023|WCBS|52.5027|1.4463|4.752|1.523|0.1234
|SK2659|England|8|2014|2023|WCBS|53.1275|-1.6129|4.104|2.747|0.7583
|SO8708|England|7|2014|2023|WCBS|51.7705|-2.1898|1.020|2.454|0.8844
|TL9859|England|9|2014|2023|WCBS|52.1937|0.8955|1.208|3.757|0.3601
|NN2578|Scotland|8|2014|2022|WCBS|56.8603|-4.8720|-0.153|2.033|0.2741
|SE0298|England|6|2014|2022|WCBS|54.3775|-1.9707|-0.838|2.329|0.9164
|NY4709|England|5|2014|2023|WCBS|54.4736|-2.8194|-0.244|2.244|0.4885
|ST7703|England|8|2014|2023|WCBS|50.8261|-2.3279|8.904|1.323|0.3809
|NY4702|England|9|2014|2023|WCBS|54.4107|-2.8181|0.372|2.430|0.4495
|SX3073|England|9|2014|2023|WCBS|50.5320|-4.4001|3.521|2.158|0.6516
|SP8359|England|6|2014|2023|WCBS|52.2230|-0.7864|10.349|1.278|0.0108
|TM3568|England|7|2014|2023|WCBS|52.2599|1.4421|10.126|1.793|0.1771
|TQ3279|England|10|2014|2023|WCBS|51.4945|-0.0999|0.155|6.235|0.8389
|SU7334|England|8|2014|2023|WCBS|51.1007|-0.9588|9.674|2.111|0.2375
|TM3150|England|9|2014|2023|WCBS|52.1001|1.3714|1.601|4.816|0.3907
|SU7108|England|10|2014|2023|WCBS|50.8672|-0.9924|1.750|5.294|0.4542
|SP7572|England|7|2014|2023|WCBS|52.3410|-0.9006|9.318|1.958|0.0536
|SD6278|England|9|2014|2023|WCBS|54.1963|-2.5839|4.687|5.369|0.1242
|TL3071|England|2|2014|2022|WCBS|52.3217|-0.0940|0.778|-3.113|0.5977
|SY8982|England|10|2014|2023|WCBS|50.6376|-2.1569|0.380|-1.121|0.9248
|SZ2892|England|7|2014|2023|WCBS|50.7270|-1.6047|2.626|-1.905|0.7355
|TM0048|England|10|2014|2023|WCBS|52.0942|0.9182|3.428|0.729|0.4728
|TL8566|England|9|2014|2022|WCBS|52.2610|0.7094|2.118|3.513|0.2511
|ST6418|England|6|2015|2023|WCBS|50.9603|-2.5140|6.490|3.489|0.7218
|TF0036|England|3|2015|2023|WCBS|52.9121|-0.5144|7.866|0.416|0.0289
|TL0704|England|7|2015|2022|WCBS|51.7245|-0.4523|1.555|4.679|0.8567
|TF0586|England|3|2015|2023|WCBS|53.3605|-0.4237|9.034|1.800|0.3300
|SE6655|England|3|2015|2022|WCBS|53.9868|-0.9949|2.487|-1.346|0.8765
|TM0378|England|2|2015|2023|WCBS|52.3624|0.9800|10.423|1.453|0.0394
|SU6307|England|9|2015|2023|WCBS|50.8591|-1.1063|5.199|2.733|0.5893
|TQ3559|England|8|2015|2023|WCBS|51.3141|-0.0643|5.997|0.344|0.0916
|TA0095|England|9|2015|2023|WCBS|54.3408|-0.4633|10.418|1.556|0.0599
|SE8683|England|9|2015|2023|WCBS|54.2355|-0.6821|0.348|5.900|0.3456
|SD8322|England|5|2015|2023|WCBS|53.6942|-2.2589|1.104|-3.290|0.9593
|TF5918|England|7|2015|2022|WCBS|52.7363|0.3536|5.973|0.319|0.1336
|TQ2654|England|9|2015|2023|WCBS|51.2712|-0.1952|1.311|4.862|0.2706
|TM2975|England|6|2015|2022|WCBS|52.3253|1.3591|9.085|0.348|0.0900
|TL2333|England|4|2015|2022|WCBS|51.9819|-0.2104|-0.005|6.079|0.7720
|TQ1354|England|9|2015|2023|WCBS|51.2740|-0.3814|2.501|2.463|0.9864
|SE7862|England|6|2015|2022|WCBS|54.0481|-0.8102|6.030|5.771|0.1027
